Date,Open,High,Low,Close,Adj Close,Volume
2018-09-24,25.120001,26.190001,25.110001,26.010000,21.418085,1676000
2018-09-25,26.209999,26.730000,26.139999,26.320000,21.673355,1017100
2018-09-26,26.139999,26.610001,25.799999,26.219999,21.591009,898700
2018-09-27,26.410000,26.770000,26.410000,26.610001,21.912159,649100
2018-09-28,26.459999,27.150000,26.459999,26.930000,22.175665,1305700
2018-10-01,27.160000,27.850000,27.160000,27.650000,22.768551,1064500
2018-10-02,27.650000,27.959999,26.950001,27.139999,22.348589,797200
2018-10-03,27.280001,27.680000,27.020000,27.580000,22.710909,690200
2018-10-04,27.500000,27.510000,26.809999,26.860001,22.118023,956900
2018-10-05,26.809999,27.020000,26.389999,26.660000,21.953329,914600
2018-10-08,26.340000,26.600000,25.940001,26.240000,21.607479,754900
2018-10-09,26.340000,26.889999,26.240000,26.740000,22.019207,790600
2018-10-10,26.730000,26.809999,25.590000,25.690001,21.154577,1521900
2018-10-11,25.309999,25.830000,25.080000,25.150000,20.709913,2276700
2018-10-12,25.549999,25.940001,25.290001,25.500000,20.998123,1197800
2018-10-15,25.670000,25.860001,24.700001,24.730000,20.364059,882900
2018-10-16,24.790001,25.770000,24.790001,25.719999,21.179281,1624200
2018-10-17,25.610001,26.059999,25.360001,25.879999,21.311035,1247800
2018-10-18,25.500000,25.850000,25.250000,25.350000,20.874601,1214300
2018-10-19,25.559999,25.959999,25.440001,25.590000,21.072233,677800
2018-10-22,25.910000,25.910000,25.440001,25.799999,21.245157,2460800
2018-10-23,25.110001,25.520000,24.459999,24.740000,20.372295,3527100
2018-10-24,25.000000,25.150000,23.230000,23.240000,19.137112,3027500
2018-10-25,23.639999,23.690001,22.940001,23.520000,19.367680,1481200
2018-10-26,23.120001,23.840000,22.889999,23.590000,19.425322,914100
2018-10-29,23.719999,23.940001,22.889999,23.110001,19.030062,1471200
2018-10-30,23.030001,23.590000,22.750000,23.450001,19.310038,1477700
2018-10-31,23.719999,23.860001,23.180000,23.260000,19.153582,757600
2018-11-01,23.320000,23.610001,21.590000,21.830000,17.976040,2427200
2018-11-02,21.980000,22.400000,21.270000,21.559999,17.753706,1617600
2018-11-05,21.860001,22.230000,21.780001,22.190001,18.272486,903900
2018-11-06,22.330000,22.370001,21.500000,21.850000,17.992510,1515400
